SEED,N,N_DIAG,P,PN,cL,eps1_lo,eps1_hi,eps2_lo,eps2_hi,N_PASS,f_PASS,PCA4,PCA6,var_ratio_PC5,var_ratio_PC6,TwoNN_PASS,TwoNN_FAIL,delta_d_min,delta_d_max
12345,3000000,300000,0.5,1.0,0.3,0.05,20.0,0.05,20.0,20209,0.006736333333333334,0.9673975337556168,0.01197076455625557,0.047203337518889575,0.027228351782744596,5.350666759511808,5.726630302605462,0.6043172721908592,0.8996477027770728
